No.,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
731,-117.05,32.8,25,1905,250,865,253,6.4797,249000,<1H OCEAN
732,-117.02,32.8,27,2369,370,927,374,4.1162,177200,<1H OCEAN
733,-117.03,32.82,16,1765,289,743,280,4.9744,209700,<1H OCEAN
734,-117.06,32.56,17,2803,683,2768,676,1.7958,140400,NEAR OCEAN
735,-117.1,32.58,29,1061,202,759,206,4.8646,136800,NEAR OCEAN
736,-117.09,32.65,25,3509,985,2359,899,2.6296,150000,NEAR OCEAN
737,-117.11,32.62,27,1846,509,1078,482,2.1719,131500,NEAR OCEAN
738,-117.06,32.61,24,4369,1353,3123,1247,2.0571,152300,NEAR OCEAN
739,-117.04,32.62,27,1710,282,1089,297,4.6793,151900,NEAR OCEAN
740,-117.03,32.61,22,1028,148,523,152,6.0086,166900,NEAR OCEAN
741,-117.02,32.66,19,771,,376,108,6.6272,273600,NEAR OCEAN
742,-116.97,32.76,26,2460,313,838,299,5.9878,270700,<1H OCEAN
743,-116.99,32.7,15,3660,622,2629,612,4.0444,150100,NEAR OCEAN
744,-117.04,32.75,36,2297,418,1070,392,3.5192,144000,NEAR OCEAN
745,-117.01,32.76,22,3626,824,1800,769,2.8594,189600,<1H OCEAN
746,-116.95,32.81,15,2619,599,1513,537,2.543,100000,<1H OCEAN
747,-116.88,32.86,9,3049,471,1527,515,5.0733,196600,<1H OCEAN
748,-117.05,32.96,18,3593,661,1992,626,4.8295,165800,<1H OCEAN
749,-117.07,33.02,17,2863,665,715,467,2.6048,148200,<1H OCEAN
750,-117.11,32.91,15,1840,235,855,241,7.5992,310600,<1H OCEAN
751,-117.08,32.91,16,1653,228,690,224,6.5853,248400,<1H OCEAN
752,-117.07,33.01,5,5870,977,1917,842,5.1998,294100,<1H OCEAN
753,-117.09,32.98,23,1125,273,687,308,2.3182,268800,<1H OCEAN
754,-117.26,33.05,14,2323,373,1057,372,6.2513,240900,NEAR OCEAN
755,-117.3,32.96,30,1226,205,380,151,4.2875,500001,NEAR OCEAN
756,-117.26,32.99,16,2127,512,1532,499,2.7348,231300,NEAR OCEAN
757,-117.31,32.98,17,2789,648,849,345,4.1012,244700,NEAR OCEAN
758,-117.34,33.21,12,5963,1372,3015,1124,2.7386,216100,NEAR OCEAN
759,-117.32,33.22,15,4784,1039,1810,986,2.4375,108900,NEAR OCEAN
760,-117.27,33.22,5,2283,337,999,325,5.0249,196700,<1H OCEAN
761,-117.28,33.19,5,2697,639,1633,580,3.4456,165800,NEAR OCEAN
762,-117.23,33.2,29,3372,720,1770,693,3.5109,166000,<1H OCEAN
763,-117.21,33.19,21,3765,612,1722,593,4.8152,218500,<1H OCEAN
764,-117.14,33.15,17,1149,182,702,192,5.5696,168400,<1H OCEAN
765,-117.13,33.14,5,2618,539,1320,512,4.1053,171400,<1H OCEAN
766,-117.12,33.14,16,1710,272,1025,267,4.1641,163600,<1H OCEAN
767,-117.23,33.1,4,1862,291,685,248,7.745,237400,NEAR OCEAN
768,-117.08,33.09,23,3792,624,1988,658,4.7566,178300,<1H OCEAN
769,-117.07,33.11,31,2055,473,1326,427,3.0915,139900,<1H OCEAN
770,-117.04,33.09,16,4677,581,1902,566,6.1834,335600,<1H OCEAN
771,-116.78,33,7,12480,1946,5102,1697,5.5102,221000,<1H OCEAN
772,-116.32,33.28,19,1791,367,327,185,3.3625,100000,INLAND
773,-122.41,37.8,30,1821,738,1648,684,0.8836,450000,NEAR BAY
774,-122.42,37.8,52,2797,685,1156,651,4.3472,500001,NEAR BAY
775,-122.45,37.79,52,1457,215,495,208,10.7097,500001,NEAR BAY
776,-122.46,37.79,52,899,96,304,110,14.2959,500001,NEAR BAY
777,-122.46,37.79,52,2106,373,743,348,5.2909,500001,NEAR BAY
778,-122.41,37.77,52,1963,565,1628,524,2.6083,193800,NEAR BAY
779,-122.42,37.76,52,1494,610,1630,590,1.65,265000,NEAR BAY
780,-122.4,37.76,52,1185,246,480,253,4.4074,277300,NEAR BAY
781,-122.39,37.74,42,4110,846,2147,674,2.5694,201000,NEAR BAY
782,-122.41,37.74,48,409,86,148,70,3.6687,335000,NEAR BAY
783,-122.42,37.74,52,1271,353,1076,324,2.9911,263900,NEAR BAY
784,-122.42,37.73,46,1819,411,1534,406,4.0132,229400,NEAR BAY
785,-122.43,37.73,52,3602,738,2270,647,3.8934,251800,NEAR BAY
786,-122.44,37.72,48,2675,585,1773,540,3.9565,268500,NEAR BAY
787,-122.45,37.77,52,2602,,1330,647,3.5435,278600,NEAR BAY
788,-122.47,37.76,39,3200,689,1391,618,3.6346,338000,NEAR BAY
789,-122.47,37.76,48,2464,459,1179,458,4.4946,358600,NEAR BAY
790,-122.46,37.73,52,2673,349,876,338,7.8476,500001,NEAR BAY
791,-122.48,37.75,52,2074,401,1136,409,4.7703,331000,NEAR BAY
792,-122.48,37.73,52,1597,240,566,231,5.1681,500001,NEAR OCEAN
793,-122.5,37.75,45,1620,,941,328,4.3859,270200,NEAR OCEAN
794,-122.54,37.74,42,2006,415,1230,435,4.1786,271100,NEAR OCEAN
795,-122.49,37.78,52,3440,722,1663,665,3.0278,356300,NEAR BAY
796,-122.55,37.79,32,2131,625,1229,572,2.9201,322200,NEAR OCEAN
797,-121.29,37.96,52,287,119,154,85,0.8738,75000,INLAND
798,-121.32,37.97,46,2270,427,1097,453,3.3235,87800,INLAND
799,-121.29,37.97,52,2995,555,1392,503,1.7794,98800,INLAND
800,-121.29,37.99,30,1271,528,2019,524,1.5152,81300,INLAND
801,-121.28,38.14,38,2803,500,1223,509,4.119,128800,INLAND
802,-121.29,38.13,20,3168,514,1390,490,5,154800,INLAND
803,-121.25,38.13,25,1305,270,789,235,3.2993,91100,INLAND
804,-120.32,37.91,16,108,18,54,22,4.375,100000,INLAND
805,-120.35,37.86,25,287,57,118,50,2.3056,162500,INLAND
806,-121.19,38.13,27,2400,435,1085,444,3.7687,165200,INLAND
807,-121.12,37.73,35,1107,227,573,210,2.3924,102200,INLAND
808,-121.11,37.74,11,3886,599,1605,529,4.4213,182700,INLAND
809,-121.21,37.81,8,1883,298,999,301,5.193,172100,INLAND
810,-121.17,37.82,35,2506,406,1316,398,3.8472,197600,INLAND
811,-121.23,37.82,14,1847,325,1030,309,4.9271,155300,INLAND
812,-120.9,35.69,14,5020,909,2105,796,3.8158,248700,<1H OCEAN
813,-120.83,35.33,14,4155,787,2112,755,4.4766,192700,NEAR OCEAN
814,-120.65,35.32,20,626,212,3574,261,1.0298,300000,NEAR OCEAN
815,-120.7,35.28,14,3768,682,1884,664,4.6071,239900,NEAR OCEAN
816,-120.64,35.15,7,7922,1442,2863,1197,4.849,275000,<1H OCEAN
817,-120.66,35.1,19,1583,392,704,269,2.1042,268300,<1H OCEAN
818,-122.48,37.7,33,4167,1398,2923,1314,3.049,307000,NEAR OCEAN
819,-122.48,37.71,39,3615,632,1571,615,5.1149,314200,NEAR OCEAN
820,-122.53,37.63,27,2589,658,1386,608,2.9087,228200,NEAR OCEAN
821,-122.46,37.63,22,6728,1382,3783,1310,5.0479,280400,NEAR OCEAN
822,-122.39,37.59,32,4497,,1846,715,6.1323,500001,NEAR OCEAN
823,-122.34,37.57,52,2635,408,967,374,7.0422,500001,NEAR OCEAN
824,-122.29,37.53,41,839,190,419,215,5.012,368200,NEAR OCEAN
825,-122.24,37.48,40,4459,1027,2080,982,3.5322,361900,NEAR OCEAN
826,-122.17,37.45,33,1828,396,766,378,4.4531,500001,NEAR BAY
827,-122.19,37.43,39,2392,420,937,406,6.6136,472800,NEAR OCEAN
828,-122.27,37.43,33,1601,223,629,215,15.0001,500001,NEAR OCEAN
829,-119.66,34.44,26,2790,413,1014,397,6.5631,500001,<1H OCEAN
830,-119.7,34.42,41,725,239,582,214,3.1667,362500,<1H OCEAN
831,-119.69,34.42,52,302,112,392,114,2.5978,258300,<1H OCEAN
832,-119.74,34.43,26,3119,562,1459,562,5.0434,340400,NEAR OCEAN
833,-119.72,34.41,26,1648,378,954,405,3.2895,335000,NEAR OCEAN
834,-119.52,34.41,20,4489,800,2867,765,4.806,279700,<1H OCEAN
835,-119.51,34.46,28,3506,563,1362,483,6.091,500001,<1H OCEAN
836,-120.4,34.95,8,1885,286,835,290,5.0206,261000,<1H OCEAN
837,-120.45,34.95,32,1574,447,1772,463,1.8625,90200,<1H OCEAN
838,-120.44,34.95,38,3004,794,2601,747,2.2743,106400,<1H OCEAN
839,-120.45,34.95,10,2207,644,2232,543,2.375,98500,<1H OCEAN
840,-120.44,34.94,29,1877,516,1634,492,1.6875,122700,<1H OCEAN
841,-120.45,34.64,40,1051,235,574,201,2.0865,111500,NEAR OCEAN
842,-120.45,34.65,21,1182,243,733,251,3.1442,131600,NEAR OCEAN
843,-120.48,34.66,4,1897,331,915,336,4.1563,172600,NEAR OCEAN
844,-120.43,34.69,33,2054,373,1067,358,3.6023,128300,NEAR OCEAN
845,-119.82,34.44,22,2239,475,1016,434,4.875,295400,NEAR OCEAN
846,-119.1,34.31,21,2424,527,1379,484,2.6786,184000,<1H OCEAN
847,-119.04,34.34,35,462,90,334,96,5.3582,281300,<1H OCEAN
848,-121.87,37.34,39,2479,541,1990,506,2.4306,289100,<1H OCEAN
849,-121.91,37.32,42,1067,256,608,280,3.0096,180800,<1H OCEAN
850,-121.94,37.31,5,2364,578,1102,502,5.2642,246400,<1H OCEAN
851,-121.9,37.3,52,1456,269,582,277,5.036,296600,<1H OCEAN
852,-121.87,37.28,21,3305,749,2459,701,3.9688,249600,<1H OCEAN
853,-121.85,37.28,17,4208,954,1476,904,2.3971,87500,<1H OCEAN
854,-121.82,37.29,16,2085,394,1705,391,5.0225,222800,<1H OCEAN
855,-121.79,37.33,13,2978,505,1794,485,6.6813,277800,<1H OCEAN
856,-121.79,37.3,10,5469,950,3083,906,5.9399,241900,<1H OCEAN
857,-121.74,37.29,6,7292,1295,2468,1262,5.6411,294700,<1H OCEAN
858,-121.86,37.37,15,8162,2124,8793,2086,3.3306,210300,<1H OCEAN
859,-121.97,37.35,36,815,126,353,122,6.3191,258300,<1H OCEAN
860,-121.97,37.36,36,765,134,306,136,4.575,247600,<1H OCEAN
861,-121.96,37.33,35,2294,411,1054,449,4.0667,276900,<1H OCEAN
862,-121.96,37.34,36,844,153,373,160,5.791,254100,<1H OCEAN
863,-121.96,37.31,31,3890,711,1898,717,5.2534,290900,<1H OCEAN
864,-121.95,37.28,19,7027,1847,3759,1753,3.1509,242900,<1H OCEAN
865,-121.95,37.25,30,3298,634,1532,602,5.0863,332000,<1H OCEAN
866,-121.91,37.23,22,2614,453,1240,462,6.0712,271800,<1H OCEAN
867,-121.99,37.27,21,1214,192,500,185,7.598,347800,<1H OCEAN
868,-122.06,37.33,29,1945,269,826,275,8.248,498800,<1H OCEAN
869,-122.08,37.3,30,2268,404,1197,372,7.0813,485300,<1H OCEAN
870,-122.03,37.35,16,1156,198,455,216,7.2779,292900,<1H OCEAN
871,-122.04,37.35,28,1582,264,696,270,5.678,370100,<1H OCEAN
872,-122.04,37.37,23,5135,911,2351,863,5.2319,430100,<1H OCEAN
873,-122.02,37.37,8,5686,1489,3250,1329,4.2782,327700,<1H OCEAN
874,-122.05,37.39,25,347,82,148,77,4.4531,350000,<1H OCEAN
875,-122.06,37.39,22,1236,290,413,274,3.6875,40000,NEAR BAY
876,-122.06,37.37,18,3058,661,1377,675,6.1299,500001,<1H OCEAN
877,-122.07,37.39,19,1465,342,646,345,4.712,289300,NEAR BAY
878,-122.1,37.41,33,6277,1274,3025,1211,5.4721,343300,NEAR BAY
879,-122.07,37.35,35,1447,205,619,206,9.8144,500001,<1H OCEAN
880,-122.08,37.35,35,1347,207,548,189,7.7068,500001,NEAR BAY
881,-122.14,37.41,35,2419,426,949,433,6.4588,437100,NEAR BAY
882,-122.11,37.42,32,3058,595,1267,540,6.4949,417800,NEAR BAY
883,-122.15,37.35,23,3814,485,1344,464,12.9792,500001,NEAR BAY
884,-121.9,37.24,24,7521,1364,3970,1318,4.4004,255800,<1H OCEAN
885,-121.87,37.22,17,2825,365,1052,345,8.0595,485000,<1H OCEAN
886,-121.88,37.24,14,7174,950,2782,899,8.3065,394200,<1H OCEAN
887,-121.83,37.28,17,3057,606,2030,602,5.2166,230900,<1H OCEAN
888,-121.83,37.27,8,4454,1058,2595,1027,4.5615,282600,<1H OCEAN
889,-121.65,37.12,14,4721,999,2648,888,3.6895,239300,<1H OCEAN
890,-121.59,37.01,16,6637,1171,3575,1162,4.3227,251500,INLAND
891,-122,36.97,30,1029,242,753,249,3.1205,240500,NEAR OCEAN
892,-122.02,37.01,20,1005,138,345,129,10.0968,500001,NEAR OCEAN
893,-121.93,37.04,36,1522,230,677,206,5.8642,363500,<1H OCEAN
894,-121.94,36.97,31,1738,422,746,355,2.5172,330800,NEAR OCEAN
895,-122.32,40.58,2,1937,350,756,274,3,114200,INLAND
896,-122.33,40.57,16,2777,503,1432,500,2.5592,75900,INLAND
897,-122.25,40.66,15,2771,546,1423,505,3.6413,108500,INLAND
898,-122.24,40.51,23,2216,378,1006,338,4.559,116800,INLAND
899,-122.24,40.45,27,1804,321,782,300,3.5978,80600,INLAND
900,-122.33,40.47,30,2502,523,1296,481,2.125,66100,INLAND
901,-120.24,39.67,52,296,63,143,56,3.625,68600,INLAND
902,-121.62,41.78,40,3272,663,1467,553,1.7885,43500,INLAND
903,-122.64,41.63,19,2722,479,1108,430,3.1062,100000,INLAND
904,-123.08,41.26,34,2773,679,1066,424,1.6757,63300,INLAND
905,-122.45,41.28,15,2740,503,1188,445,3.4519,128800,INLAND
906,-122.07,38.41,17,3053,595,1434,557,3.4741,245800,INLAND
907,-121.92,38.34,2,7747,1133,3481,1083,6.1112,181000,INLAND
908,-121.96,38.32,12,5127,998,2749,976,4.0458,130600,INLAND
909,-121.76,38.41,19,686,107,348,109,3.9306,93800,INLAND
910,-122.58,38.38,27,3800,728,1587,605,4.7237,306600,<1H OCEAN
911,-122.63,38.22,34,878,160,372,167,4.0417,232100,<1H OCEAN
912,-122.73,38.26,35,3941,645,1668,620,4.385,317700,<1H OCEAN
913,-122.69,38.32,15,2536,414,1400,426,5.6613,172400,<1H OCEAN
914,-122.7,38.34,19,2987,676,1782,688,2.8261,154500,<1H OCEAN
915,-122.63,38.34,15,2153,345,979,335,5.1966,325400,<1H OCEAN
916,-122.68,38.36,8,7520,1336,3833,1287,4.3278,184100,<1H OCEAN
917,-122.58,38.46,15,2936,517,1182,501,3.3981,246900,<1H OCEAN
918,-122.66,38.46,14,2364,631,1300,625,2.6023,221100,<1H OCEAN
919,-122.69,38.45,36,1943,337,711,318,3.9191,183000,<1H OCEAN
920,-122.68,38.48,15,1575,262,716,259,5.3409,244600,<1H OCEAN
921,-122.65,38.47,24,2268,330,847,296,3.858,214400,<1H OCEAN
922,-122.75,38.5,16,4196,638,1713,615,5.449,252100,<1H OCEAN
923,-122.73,38.46,14,2324,754,1026,677,1.722,150000,<1H OCEAN
924,-122.74,38.45,25,2696,496,1296,514,4.0798,179200,<1H OCEAN
925,-122.75,38.41,17,3150,588,1857,610,3.9688,165000,<1H OCEAN
926,-122.84,38.42,29,2756,551,1381,531,2.9625,237300,<1H OCEAN
927,-122.84,38.41,19,2191,391,1065,404,4.125,204600,<1H OCEAN
928,-122.85,38.37,16,1762,293,810,297,4.4437,305000,<1H OCEAN
929,-122.87,38.61,23,2676,521,1456,500,3.7361,173700,<1H OCEAN
930,-123.01,38.8,21,360,96,131,74,3.5156,133300,<1H OCEAN
931,-123.49,38.7,9,5409,1019,594,327,3.3125,295400,NEAR OCEAN
932,-122.96,38.42,50,2530,524,940,361,2.9375,122900,<1H OCEAN
933,-120.86,37.77,38,1545,279,662,266,3.825,96400,INLAND
934,-120.97,37.69,14,5514,909,2819,970,3.8598,174400,INLAND
935,-121.06,37.7,7,9374,1847,4827,1722,3.462,151900,INLAND
936,-121.04,37.67,16,19,19,166,9,0.536,162500,INLAND
937,-121,37.68,15,1232,180,408,196,6.9682,182400,INLAND
938,-121.04,37.68,28,1909,398,1140,380,2.3783,81400,INLAND
939,-121.02,37.68,25,3262,588,1834,578,3.996,114500,INLAND
940,-120.98,37.68,27,4006,762,1806,718,3.1848,112800,INLAND
941,-121.02,37.65,20,2973,620,1996,570,3.0645,106000,INLAND
942,-121.01,37.64,33,693,207,598,192,1.0217,81300,INLAND
943,-120.8,37.61,30,918,154,469,139,3.9688,175000,INLAND
944,-121.03,37.33,27,1333,230,730,229,3.06,106000,INLAND
945,-120.89,37.54,30,509,115,275,115,2.2679,250000,INLAND
946,-120.85,37.5,52,1724,352,922,348,1.7227,85700,INLAND
947,-120.84,37.49,25,2383,576,1234,583,1.4529,86100,INLAND
948,-120.83,37.52,6,1488,252,773,259,4.1859,150000,INLAND
949,-121.63,39.12,34,1991,348,804,344,3.4492,98800,INLAND
950,-121.62,39.12,26,1405,204,627,215,4.2188,94200,INLAND
951,-121.71,39.25,37,1871,321,806,294,4,101400,INLAND
952,-121.64,39.22,37,1189,248,627,219,3.8611,100000,INLAND
953,-122.34,40.32,12,3848,689,2008,683,2.6352,92200,INLAND
954,-122.22,40.18,13,3719,803,1754,764,2.3517,88900,INLAND
955,-122.18,39.93,35,1387,272,610,237,2.1759,59500,INLAND
956,-122.19,39.91,39,2467,529,1433,502,1.8571,53500,INLAND
957,-123.48,40.34,19,518,108,216,80,2.7083,64500,INLAND
958,-119.25,36.56,35,1675,373,1131,316,1.6722,59100,INLAND
959,-119.4,36.55,19,3000,628,2202,590,2.5141,67400,INLAND
960,-119.39,36.55,30,1669,314,837,325,3.3869,80400,INLAND
961,-119.38,36.54,33,2465,536,2030,522,1.5223,51800,INLAND
962,-119.23,36.39,39,1660,349,1061,306,1.4812,53500,INLAND
963,-119.31,36.39,32,2293,466,1538,468,1.9342,68600,INLAND
964,-119.32,36.36,18,2060,383,1348,397,3.4312,68400,INLAND
965,-119.29,36.34,35,1235,369,1246,341,1.474,71000,INLAND
966,-119.3,36.34,45,3723,831,2256,770,1.8299,63100,INLAND
967,-119.29,36.32,35,1898,481,1123,433,1.1419,62900,INLAND
968,-119.27,36.32,6,2881,518,1432,504,4.0806,110200,INLAND
969,-119.29,36.31,34,1439,253,607,223,3.0972,82800,INLAND
970,-119.31,36.31,18,3860,760,1643,664,2.0714,92600,INLAND
971,-119.34,36.22,38,2708,460,1260,455,3.0905,78200,INLAND
972,-119.08,36.13,21,2271,376,1145,372,3.1528,113700,INLAND
973,-119,36.05,24,3208,691,1986,662,1.5506,52300,INLAND
974,-119.27,35.87,12,972,269,1134,286,1.63,49500,INLAND
975,-120.3,37.99,23,1908,383,984,374,2.517,153500,INLAND
976,-119.04,34.34,35,462,90,334,96,5.3582,281300,<1H OCEAN
977,-119.31,34.44,5,403,48,208,54,12.632,500001,NEAR OCEAN
978,-119.22,34.34,29,3128,672,1815,648,2.9821,175700,NEAR OCEAN
979,-119.23,34.28,24,4260,691,1581,607,5.5048,303600,NEAR OCEAN
980,-119.25,34.27,35,2532,407,1338,422,4.7727,219000,NEAR OCEAN
981,-119.17,34.16,17,5276,1020,4066,984,4.5828,205400,NEAR OCEAN
982,-119.06,34.24,21,7436,984,2982,988,7.6775,391200,<1H OCEAN
983,-119.04,34.24,20,7794,1192,4169,1188,5.9316,311900,<1H OCEAN
984,-119.02,34.24,24,4650,748,2374,702,5.8838,232600,<1H OCEAN
985,-119.06,34.22,13,4175,1321,2257,1271,3.1446,177100,<1H OCEAN
986,-119.05,34.21,27,4357,926,2110,876,3.0119,218200,<1H OCEAN
987,-118.85,34.21,29,2195,414,1360,401,3.4773,206700,<1H OCEAN
988,-118.86,34.19,29,1326,185,586,187,6.5474,422900,<1H OCEAN
989,-118.69,34.18,11,1177,138,415,119,10.0472,500001,<1H OCEAN
990,-118.83,34.33,6,6679,1164,3196,1157,5.4493,242600,<1H OCEAN
991,-118.75,34.27,24,3241,461,1567,446,5.5983,233300,<1H OCEAN
992,-118.67,34.28,21,4059,598,2133,634,5.6949,235300,<1H OCEAN
993,-121.52,38.57,43,2360,471,1041,452,2.89,86200,
994,-121.55,38.51,22,2403,431,1088,421,3.9,146900,INLAND
995,-119.31,36.3,20,1256,209,566,195,4.0221,86300,INLAND
996,-119.3,36.3,14,3023,469,1523,492,5.3602,118600,INLAND
997,-121.7,38.65,22,1360,282,808,229,2.4167,225000,INLAND
998,-121.92,38.57,10,1320,246,898,228,1.9327,193800,INLAND
999,-122,38.83,26,272,49,194,52,3.4187,98400,INLAND
1000,-121.21,39.49,18,697,150,356,114,2.5568,77100,INLAND
